ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2021-03-04,-0.009749918079964379,-0.38894834605678835,0.3663071796721812,-0.009749918079964379,-0.009749918079964379,0.3669221604518633,0.3669221604518633,0.3669221604518633,-0.04598999999972472,-0.04598999999972472,-0.04598999999972472,0.4129121604515881,0.4129121604515881,0.4129121604515881,0.0,0.0,0.0,-0.013327379086093591
2021-03-05,-0.010544980224604775,-0.3918266657997663,0.3668014609570289,-0.010544980224604775,-0.010544980224604775,0.13093884644844994,0.13093884644844994,0.13093884644844994,-0.3361936169241052,-0.3361936169241052,-0.3361936169241052,0.4671324633725551,0.4671324633725551,0.4671324633725551,0.0,0.0,0.0,-0.01192572777103624
2021-03-06,-0.011340042369245212,-0.39158610710851716,0.349723180783882,-0.011340042369245212,-0.011340042369245212,0.42532396898693586,0.42532396898693586,0.42532396898693586,-0.09248954144974161,-0.09248954144974161,-0.09248954144974161,0.5178135104366779,0.5178135104366779,0.5178135104366779,0.0,0.0,0.0,-0.0161632341982126
2021-03-07,-0.012135104513885567,-0.40988696481337444,0.3286205223930561,-0.012135104513885567,-0.012135104513885567,1.209743005996833,1.209743005996833,1.209743005996833,0.6465841429938871,0.6465841429938871,0.6465841429938871,0.5631588630029464,0.5631588630029464,0.5631588630029464,0.0,0.0,0.0,-0.02681546232659923
2021-03-08,-0.012930166658525963,-0.3843000817749,0.3360942178128261,-0.012930166658525963,-0.012930166658525963,0.8539438162288855,0.8539438162288855,0.8539438162288855,0.25246512281680966,0.25246512281680966,0.25246512281680966,0.6014786934120757,0.6014786934120757,0.6014786934120757,0.0,0.0,0.0,-0.02397180251938312
2021-03-09,-0.013725228803166359,-0.3861595126631134,0.3243520514394981,-0.013725228803166359,-0.013725228803166359,-0.045286727748218264,-0.045286727748218264,-0.045286727748218264,-0.6765280658685537,-0.6765280658685537,-0.6765280658685537,0.6312413381203354,0.6312413381203354,0.6312413381203354,0.0,0.0,0.0,-0.01310365810307536
2021-03-10,-0.014520290947806713,-0.39493448668491177,0.3647331284661208,-0.014520290947806713,-0.014520290947806713,0.9032724004676062,0.9032724004676062,0.9032724004676062,0.25215195842905463,0.25215195842905463,0.25215195842905463,0.6511204420385514,0.6511204420385514,0.6511204420385514,0.0,0.0,0.0,-0.027636069007720133
2021-03-11,-0.01531535309244711,-0.38337050530642186,0.35718298915219265,-0.01531535309244711,-0.01531535309244711,0.6140462473012644,0.6140462473012644,0.6140462473012644,-0.04598999999926409,-0.04598999999926409,-0.04598999999926409,0.6600362473005286,0.6600362473005286,0.6600362473005286,0.0,0.0,0.0,-0.024719688184958073
2021-03-12,-0.016110415237087505,-0.3992657365007166,0.37330029412413807,-0.016110415237087505,-0.016110415237087505,0.32099613519345466,0.32099613519345466,0.32099613519345466,-0.3361936169245923,-0.3361936169245923,-0.3361936169245923,0.657189752118047,0.657189752118047,0.657189752118047,0.0,0.0,0.0,-0.02128179626455434
2021-03-13,-0.016905477381727943,-0.3972483212560524,0.356203773149987,-0.016905477381727943,-0.016905477381727943,0.54959913551835,0.54959913551835,0.54959913551835,-0.09248954144721296,-0.09248954144721296,-0.09248954144721296,0.6420886769655632,0.6420886769655632,0.6420886769655632,0.0,0.0,0.0,-0.02619671313625064
